Module	Section	Sample Name	Source
QualiMap	rna_coverage_histogram	S_29_0_S115947_qualimap	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_29_0_S115947_qualimap/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	R27_S123898_qualimap	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R27_S123898_qualimap/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	S_2_0_S115918_qualimap	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_2_0_S115918_qualimap/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	R24_S123893_qualimap	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R24_S123893_qualimap/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	R17_S123924_qualimap	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R17_S123924_qualimap/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
Picard	DuplicationMetrics	S_106_0_S106536	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_106_0_S106536_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_23_0_S115941	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_23_0_S115941_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_30_0_S106464	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_30_0_S106464_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_27_0_S115945	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_27_0_S115945_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_39_0_S115957	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_39_0_S115957_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	R6_S123911	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/R6_S123911_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	R5_S123912	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/R5_S123912_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_38_0_S106467	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_38_0_S106467_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	R3_S123910	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/R3_S123910_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_51_0_S106482	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_51_0_S106482_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_53_0_S106484	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_53_0_S106484_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_54_0_S106483	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_54_0_S106483_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_3_0_S115921	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_3_0_S115921_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_72_0_S106501	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_72_0_S106501_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_14_0_S115930	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_14_0_S115930_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	R2_S123907	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/R2_S123907_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_21_0_S115939	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_21_0_S115939_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	R22_S123891	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/R22_S123891_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_16_0_S106451	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_16_0_S106451_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_93_0_S106524	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_93_0_S106524_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_6_0_S115922	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_6_0_S115922_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_19_0_S115937	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_19_0_S115937_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_11_0_S115929	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_11_0_S115929_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_108_0_S106538	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_108_0_S106538_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	R17_S123924	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/R17_S123924_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_59_0_S106490	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_59_0_S106490_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_4_0_S115920	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_4_0_S115920_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_50_0_S106479	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_50_0_S106479_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_8_0_S115924	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_8_0_S115924_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_86_0_S106515	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_86_0_S106515_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	R31_S123902	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/R31_S123902_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	R1_S123908	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/R1_S123908_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_25_0_S106457	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_25_0_S106457_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_17_0_S115935	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_17_0_S115935_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	R30_S123899	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/R30_S123899_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	R32_S123901	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/R32_S123901_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	R9_S123916	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/R9_S123916_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_18_0_S115934	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_18_0_S115934_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_95_0_S106526	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_95_0_S106526_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_40_0_S115956	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_40_0_S115956_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_85_0_S106516	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_85_0_S106516_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_44_0_S106473	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_44_0_S106473_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_29_0_S106461	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_29_0_S106461_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_10_0_S115926	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_10_0_S115926_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_47_0_S106478	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_47_0_S106478_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_40_0_S106469	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_40_0_S106469_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_97_0_S106528	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_97_0_S106528_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_18_0_S106453	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_18_0_S106453_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_100_0_S106529	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_100_0_S106529_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_48_0_S106477	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_48_0_S106477_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	R29_S123900	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/R29_S123900_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_67_0_S106498	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_67_0_S106498_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_58_0_S106487	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_58_0_S106487_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_41_0_S106472	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_41_0_S106472_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_69_0_S106500	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_69_0_S106500_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_30_0_S115946	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_30_0_S115946_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	R11_S123918	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/R11_S123918_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	R12_S123917	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/R12_S123917_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	R33_S123904	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/R33_S123904_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_33_0_S115951	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_33_0_S115951_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_34_0_S106463	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_34_0_S106463_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	R15_S123922	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/R15_S123922_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_2_0_S115918	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_2_0_S115918_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_92_0_S106521	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_92_0_S106521_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	R26_S123895	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/R26_S123895_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_90_0_S106519	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_90_0_S106519_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_46_0_S106475	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_46_0_S106475_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_77_0_S106508	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_77_0_S106508_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_91_0_S106522	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_91_0_S106522_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_94_0_S106523	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_94_0_S106523_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_37_0_S115955	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_37_0_S115955_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_39_0_S106470	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_39_0_S106470_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	R28_S123897	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/R28_S123897_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_32_0_S115948	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_32_0_S115948_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_98_0_S106527	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_98_0_S106527_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_62_0_S106491	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_62_0_S106491_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_21_0_S106458	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_21_0_S106458_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_81_0_S106512	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_81_0_S106512_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_82_0_S106511	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_82_0_S106511_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_20_0_S115936	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_20_0_S115936_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_26_0_S106460	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_26_0_S106460_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_9_0_S106452	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_9_0_S106452_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_20_0_S106455	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_20_0_S106455_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_75_0_S106506	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_75_0_S106506_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_29_0_S115947	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_29_0_S115947_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_5_0_S115923	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_5_0_S115923_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_57_0_S106488	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_57_0_S106488_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_19_0_S106456	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_19_0_S106456_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_17_0_S106454	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_17_0_S106454_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_84_0_S106513	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_84_0_S106513_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_83_0_S106514	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_83_0_S106514_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_8_0_S106449	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_8_0_S106449_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_38_0_S115954	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_38_0_S115954_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_80_0_S106509	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_80_0_S106509_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_9_0_S115927	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_9_0_S115927_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_49_0_S106480	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_49_0_S106480_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_99_0_S106530	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_99_0_S106530_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_5_0_S106448	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_5_0_S106448_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_74_0_S106503	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_74_0_S106503_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	R4_S123909	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/R4_S123909_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_70_0_S106499	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_70_0_S106499_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_42_0_S106471	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_42_0_S106471_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_52_0_S106481	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_52_0_S106481_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_28_0_S115944	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_28_0_S115944_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_104_0_S106533	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_104_0_S106533_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_65_0_S106496	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_65_0_S106496_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_56_0_S106485	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_56_0_S106485_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_55_0_S106486	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_55_0_S106486_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_64_0_S106493	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_64_0_S106493_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_37_0_S106468	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_37_0_S106468_star_aligned_dupMarked_metrics.txt
Picard	DuplicationMetrics	S_61_0_S106492	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_mark_duplicates/S_61_0_S106492_star_aligned_dupMarked_metrics.txt
